MSA_NUM,MSA_NAME,EDU_TOTAL,EDU_10,EDU_12,EDU_14,EDU_16
27140,"Jackson, MS Metro Area",286511,32058,71940,95067,87446
27180,"Jackson, TN Metro Area",58471,6825,20409,17249,13988
27220,"Jackson, WY-ID Micro Area",19149,1136,4379,4437,9197
27260,"Jacksonville, FL Metro Area",739238,71482,210863,252374,204519
27300,"Jacksonville, IL Micro Area",20763,1766,7863,6448,4686
27340,"Jacksonville, NC Metro Area",81078,5891,23068,36983,15136
27380,"Jacksonville, TX Micro Area",25216,5750,9122,7052,3292
27420,"Jamestown, ND Micro Area",11028,915,4121,3208,2784
27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",67506,7049,22249,23018,15190
27500,"Janesville, WI Metro Area",84699,10159,27496,29548,17496
27540,"Jasper, IN Micro Area",28947,3288,11910,8643,5106
27620,"Jefferson City, MO Metro Area",80902,8082,26880,23810,22130
27660,"Jennings, LA Micro Area",15944,2504,6541,4517,2382
27700,"Jesup, GA Micro Area",16410,2606,6880,4784,2140
27740,"Johnson City, TN Metro Area",105902,13667,33447,30640,28148
27780,"Johnstown, PA Metro Area",74200,5277,32753,20597,15573
27860,"Jonesboro, AR Metro Area",62010,8288,21517,18477,13728
27900,"Joplin, MO Metro Area",88707,12740,27905,28821,19241
27940,"Juneau, AK Micro Area",19163,878,3853,7410,7022
27980,"Kahului-Wailuku, HI Micro Area",88236,6974,27533,31076,22653
28020,"Kalamazoo-Portage, MI Metro Area",165603,12789,40406,59974,52434
28060,"Kalispell, MT Micro Area",49388,2693,16023,16959,13713
28100,"Kankakee-Bradley, IL Metro Area",57931,6840,18113,22128,10850
28140,"Kansas City, MO-KS Metro Area",1109909,92832,269658,357084,390335
28180,"Kapaa, HI Micro Area",37367,2283,10821,14754,9509
28260,"Kearney, NE Micro Area",25600,1596,5704,9227,9073
28300,"Keene, NH Micro Area",40162,2648,13650,11552,12312
28340,"Kendallville, IN Micro Area",24899,4027,9409,7969,3494
28380,"Kennett, MO Micro Area",15836,3892,6673,3472,1799
28420,"Kennewick-Pasco-Richland, WA Metro Area",133656,21894,31809,46925,33028
28500,"Kerrville, TX Micro Area",23150,2814,6955,6852,6529
28580,"Key West, FL Micro Area",44423,4561,12831,14877,12154
28620,"Kill Devil Hills, NC Micro Area",19965,1681,4437,7976,5871
28660,"Killeen-Temple-Fort Hood, TX Metro Area",210267,19985,62576,85391,42315
28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",164384,21988,59777,49501,33118
28740,"Kingston, NY Metro Area",99763,9978,27536,31403,30846
28780,"Kingsville, TX Micro Area",14833,3324,3322,3978,4209
28820,"Kinston, NC Micro Area",30582,5728,9301,11244,4309
28860,"Kirksville, MO Micro Area",12520,1328,4360,3471,3361
28900,"Klamath Falls, OR Micro Area",33668,3850,9806,13081,6931
28940,"Knoxville, TN Metro Area",373317,36165,108827,113235,115090
29020,"Kokomo, IN Metro Area",51136,4513,18766,17532,10325
29060,"Laconia, NH Micro Area",33126,2817,9524,11258,9527
29100,"La Crosse, WI-MN Metro Area",67322,2701,18048,25292,21281
29140,"Lafayette, IN Metro Area",94306,8130,26779,26951,32446
29180,"Lafayette, LA Metro Area",146885,18491,50659,40322,37413
29220,"La Follette, TN Micro Area",21409,4366,10302,4861,1880
29260,"La Grande, OR Micro Area",12607,1017,4089,4679,2822
29300,"LaGrange, GA Micro Area",34583,5559,11416,10190,7418
29340,"Lake Charles, LA Metro Area",103759,12840,38122,31289,21508
29380,"Lake City, FL Micro Area",35368,5738,12564,12689,4377
29420,"Lake Havasu City-Kingman, AZ Metro Area",98478,15782,31377,39465,11854
29460,"Lakeland-Winter Haven, FL Metro Area",301363,50942,106680,87739,56002
29540,"Lancaster, PA Metro Area",263929,36101,100476,61060,66292
29580,"Lancaster, SC Micro Area",40982,5725,13852,13472,7933
29620,"Lansing-East Lansing, MI Metro Area",234408,16120,53218,88675,76395
29660,"Laramie, WY Micro Area",16822,574,1880,5830,8538
29700,"Laredo, TX Metro Area",117731,37183,27235,32601,20712
29740,"Las Cruces, NM Metro Area",101703,20073,22842,32202,26586
29780,"Las Vegas, NM Micro Area",15011,1359,5276,5433,2943
29820,"Las Vegas-Paradise, NV Metro Area",1070687,166848,314553,354529,234757
29860,"Laurel, MS Micro Area",42603,9239,11132,15192,7040
29900,"Laurinburg, NC Micro Area",18564,3183,7239,5393,2749
29940,"Lawrence, KS Metro Area",52701,2718,10160,13736,26087
29980,"Lawrenceburg, TN Micro Area",21307,2924,9959,5591,2833
30020,"Lawton, OK Metro Area",64580,5963,21816,23732,13069
30060,"Lebanon, MO Micro Area",18283,3067,7622,4666,2928
30100,"Lebanon, NH-VT Micro Area",93939,6396,28888,24619,34036
30140,"Lebanon, PA Metro Area",69165,7641,30803,15990,14731
30220,"Levelland, TX Micro Area",11002,2475,2840,3811,1876
30260,"Lewisburg, PA Micro Area",23640,3159,9651,5660,5170
30280,"Lewisburg, TN Micro Area",16595,2650,7046,4484,2415
30300,"Lewiston, ID-WA Metro Area",30979,2597,9058,12847,6477
30340,"Lewiston-Auburn, ME Metro Area",57989,4089,21803,19583,12514
30380,"Lewistown, PA Micro Area",23832,3809,11586,5438,2999
30420,"Lexington, NE Micro Area",12854,2880,3990,3708,2276
30460,"Lexington-Fayette, KY Metro Area",258478,28719,63020,74429,92310
30500,"Lexington Park, MD Micro Area",57531,4251,17441,17954,17885
30580,"Liberal, KS Micro Area",11038,3934,3109,2773,1222
30620,"Lima, OH Metro Area",53112,4546,20839,17978,9749
30660,"Lincoln, IL Micro Area",16192,2279,5120,6226,2567
30700,"Lincoln, NE Metro Area",156006,9494,32034,56455,58023
30740,"Lincolnton, NC Micro Area",43720,5828,12695,15782,9415
30780,"Little Rock-North Little Rock-Conway, AR Metro Area",378408,35555,112103,120683,110067
30820,"Lock Haven, PA Micro Area",18748,1841,8012,5397,3498
30860,"Logan, UT-ID Metro Area",55090,4534,12422,19460,18674
30900,"Logansport, IN Micro Area",19974,3224,7838,6076,2836
30940,"London, KY Micro Area",32339,6372,12639,8992,4336
30980,"Longview, TX Metro Area",110751,19379,32683,39851,18838
31020,"Longview, WA Metro Area",52947,6580,15597,22685,8085
31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",6978792,1450815,1362682,1921417,2243878
31140,"Louisville/Jefferson County, KY-IN Metro Area",704809,71272,211648,225751,196138
31180,"Lubbock, TX Metro Area",137847,18690,35099,44977,39081
31260,"Lufkin, TX Micro Area",43822,9143,13528,15145,6006
31300,"Lumberton, NC Micro Area",68170,17630,21141,20740,8659
31340,"Lynchburg, VA Metro Area",127838,14522,42837,39326,31153
31380,"Macomb, IL Micro Area",13281,751,3348,4503,4679
31420,"Macon, GA Metro Area",121156,18946,39583,37597,25030
31460,"Madera-Chowchilla, CA Metro Area",75216,23924,17361,23712,10219
31500,"Madison, IN Micro Area",16937,2449,6949,4856,2683
31540,"Madison, WI Metro Area",316128,14185,63104,97125,141714
31580,"Madisonville, KY Micro Area",25324,3456,9023,8955,3890
31620,"Magnolia, AR Micro Area",11159,1529,3500,3718,2412
31660,"Malone, NY Micro Area",28630,3537,10538,9193,5362
31700,"Manchester-Nashua, NH Metro Area",225306,16984,57303,65728,85291
31740,"Manhattan, KS Metro Area",58625,2850,13057,21734,20984
31820,"Manitowoc, WI Micro Area",43024,3115,16388,14626,8895
31860,"Mankato-North Mankato, MN Metro Area",46500,2076,11752,17372,15300
31900,"Mansfield, OH Metro Area",65056,7351,25122,22137,10446
31920,"Marble Falls, TX Micro Area",22157,3384,7462,7057,4254
31940,"Marinette, WI-MI Micro Area",34263,2259,13995,12986,5023
31980,"Marion, IN Micro Area",33798,3914,13723,9866,6295
32020,"Marion, OH Micro Area",36890,5002,15230,12301,4357
32060,"Marion-Herrin, IL Micro Area",35220,3008,9475,14099,8638
32100,"Marquette, MI Micro Area",34961,1563,10781,11873,10744
32140,"Marshall, MN Micro Area",12580,586,4028,4101,3865
32180,"Marshall, MO Micro Area",11439,1917,4227,3468,1827
32220,"Marshall, TX Micro Area",33846,4535,11843,11154,6314
32260,"Marshalltown, IA Micro Area",20311,3266,5682,6861,4502
32270,"Marshfield-Wisconsin Rapids, WI Micro Area",39393,2080,14084,15292,7937
32280,"Martin, TN Micro Area",16536,1787,6582,4617,3550
32300,"Martinsville, VA Micro Area",34914,6279,11577,12560,4498
32340,"Maryville, MO Micro Area",9538,699,3840,2492,2507
32380,"Mason City, IA Micro Area",27026,1533,7756,11395,6342
32460,"Mayfield, KY Micro Area",19303,2925,7127,5850,3401
32500,"Maysville, KY Micro Area",16684,2915,7343,4472,1954
32540,"McAlester, OK Micro Area",23903,3169,8288,8378,4068
32580,"McAllen-Edinburg-Mission, TX Metro Area",358423,121276,90256,85599,61292
32620,"McComb, MS Micro Area",26686,5471,8486,8947,3782
32660,"McMinnville, TN Micro Area",21106,4177,9256,4964,2709
32700,"McPherson, KS Micro Area",14523,1269,4136,5086,4032
32740,"Meadville, PA Micro Area",44974,4903,19999,10840,9232
32780,"Medford, OR Metro Area",106080,10957,28950,41118,25055
32820,"Memphis, TN-MS-AR Metro Area",702104,83697,200145,228229,190033
32860,"Menomonie, WI Micro Area",20934,1022,6964,7589,5359
32900,"Merced, CA Metro Area",122736,38851,31363,37383,15139
32940,"Meridian, MS Micro Area",54841,8357,17054,20066,9364
32980,"Merrill, WI Micro Area",15287,1167,5933,5710,2477
33020,"Mexico, MO Micro Area",13233,1831,5973,3762,1667
33060,"Miami, OK Micro Area",15431,2236,5521,5379,2295
33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",3039825,405937,836568,879856,917464
33140,"Michigan City-La Porte, IN Metro Area",60323,6878,22674,20740,10031
33180,"Middlesborough, KY Micro Area",15095,3893,6038,3690,1474
33220,"Midland, MI Micro Area",44104,2213,11282,15294,15315
33260,"Midland, TX Metro Area",72946,12608,16915,26639,16784
33300,"Milledgeville, GA Micro Area",26870,4160,11148,7066,4496
33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",831461,73488,210613,261582,285778
33380,"Minden, LA Micro Area",20923,3810,8860,5494,2759
33420,"Mineral Wells, TX Micro Area",14184,2721,5125,4404,1934
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1834712,110815,374800,599338,749759
33500,"Minot, ND Micro Area",35662,1403,9809,14859,9591
33540,"Missoula, MT Metro Area",58863,2031,12490,20455,23887
33580,"Mitchell, SD Micro Area",11105,638,2743,3976,3748
33620,"Moberly, MO Micro Area",13506,1909,5109,4611,1877
33660,"Mobile, AL Metro Area",214376,29815,67765,69643,47153
33700,"Modesto, CA Metro Area",260335,56904,74459,85746,43226
33740,"Monroe, LA Metro Area",89402,12748,30945,26563,19146
33780,"Monroe, MI Metro Area",81658,6504,28513,31161,15480
33820,"Monroe, WI Micro Area",19985,1220,7144,7203,4418
33860,"Montgomery, AL Metro Area",197597,26208,55990,60242,55157
33940,"Montrose, CO Micro Area",20893,2467,7274,6512,4640
33980,"Morehead City, NC Micro Area",36518,3392,9960,13436,9730
34020,"Morgan City, LA Micro Area",28358,6787,11912,6467,3192
34060,"Morgantown, WV Metro Area",65986,5693,22893,15459,21941
34100,"Morristown, TN Metro Area",71514,12308,29377,19026,10803
34140,"Moscow, ID Micro Area",17103,616,3350,5636,7501
34180,"Moses Lake, WA Micro Area",43008,10302,11550,14534,6622
34220,"Moultrie, GA Micro Area",22619,5831,9013,4942,2833
34260,"Mountain Home, AR Micro Area",19594,1785,7106,7357,3346
34300,"Mountain Home, ID Micro Area",12879,1646,3681,5323,2229
34340,"Mount Airy, NC Micro Area",38584,8243,11112,13086,6143
34380,"Mount Pleasant, MI Micro Area",28717,2595,8990,9670,7462
34420,"Mount Pleasant, TX Micro Area",15355,4555,4032,4880,1888
34460,"Mount Sterling, KY Micro Area",23694,4302,9375,6103,3914
34500,"Mount Vernon, IL Micro Area",24995,2516,7964,10145,4370
34540,"Mount Vernon, OH Micro Area",30091,3396,12214,8486,5995
34580,"Mount Vernon-Anacortes, WA Metro Area",60604,6542,15198,24704,14160
34620,"Muncie, IN Metro Area",53346,5092,18056,17176,13022
34660,"Murray, KY Micro Area",16947,1580,5208,5271,4888
34700,"Muscatine, IA Micro Area",28015,3658,9352,10309,4696
34740,"Muskegon-Norton Shores, MI Metro Area",89466,9249,29936,34406,15875
34780,"Muskogee, OK Micro Area",36253,4789,12449,12644,6371
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",145674,17039,45686,49119,33830
34860,"Nacogdoches, TX Micro Area",29165,4898,7732,9312,7223
34900,"Napa, CA Metro Area",72729,13550,13448,23306,22425
34940,"Naples-Marco Island, FL Metro Area",152457,25270,43858,41149,42180
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",891089,96785,248891,251702,293711
35020,"Natchez, MS-LA Micro Area",28235,5714,10680,7839,4002
35060,"Natchitoches, LA Micro Area",18276,2777,6758,4887,3854
35100,"New Bern, NC Micro Area",63267,7300,18207,25087,12673
35140,"Newberry, SC Micro Area",18992,4136,5741,5624,3491
35220,"New Castle, IN Micro Area",26709,3087,12223,7416,3983
35260,"New Castle, PA Micro Area",46889,3870,19799,12805,10415
35300,"New Haven-Milford, CT Metro Area",460569,43551,131146,124447,161425
35340,"New Iberia, LA Micro Area",37517,7598,15176,9150,5593
35380,"New Orleans-Metairie-Kenner, LA Metro Area",651016,88646,184743,196622,181005
35420,"New Philadelphia-Dover, OH Micro Area",48232,5228,22512,12247,8245
35460,"Newport, TN Micro Area",19153,3527,9735,4080,1811
35500,"Newton, IA Micro Area",19755,1231,7081,7543,3900
35580,"New Ulm, MN Micro Area",12694,582,4641,4467,3004
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",10423625,1348333,2541774,2448131,4085387
35660,"Niles-Benton Harbor, MI Metro Area",81124,8411,24468,27341,20904
35700,"Nogales, AZ Micro Area",22272,5076,6926,5954,4316
35740,"Norfolk, NE Micro Area",24091,1840,6314,10183,5754
35820,"North Platte, NE Micro Area",19278,1577,5949,7990,3762
35840,"North Port-Bradenton-Sarasota, FL Metro Area",338703,35248,103637,107507,92311
35860,"North Vernon, IN Micro Area",14818,1683,6767,4595,1773
35900,"North Wilkesboro, NC Micro Area",36635,7382,12385,11820,5048
35940,"Norwalk, OH Micro Area",31207,2677,14752,9359,4419
35980,"Norwich-New London, CT Metro Area",148208,10697,44962,44415,48134
36020,"Oak Harbor, WA Micro Area",41052,1763,10253,16911,12125
36060,"Oak Hill, WV Micro Area",24967,3950,11383,6883,2751
36100,"Ocala, FL Metro Area",157708,22610,55167,54085,25846
36140,"Ocean City, NJ Metro Area",49633,4609,16318,13441,15265
36180,"Ocean Pines, MD Micro Area",26189,1780,8594,8782,7033
36220,"Odessa, TX Metro Area",69715,17361,20094,23122,9138
36260,"Ogden-Clearfield, UT Metro Area",271235,19086,65131,105373,81645
36300,"Ogdensburg-Massena, NY Micro Area",55765,5598,19588,18070,12509
36340,"Oil City, PA Micro Area",28981,2122,13675,8239,4945
36380,"Okeechobee, FL Micro Area",19740,6400,6236,5104,2000
36420,"Oklahoma City, OK Metro Area",669984,77611,176070,220262,196041
36460,"Olean, NY Micro Area",41215,4171,16421,13124,7499
36500,"Olympia, WA Metro Area",139377,7252,31998,54619,45508
36540,"Omaha-Council Bluffs, NE-IA Metro Area",466679,36692,106453,158474,165060
36580,"Oneonta, NY Micro Area",29848,3085,9482,9004,8277
36620,"Ontario, OR-ID Micro Area",26108,4463,8270,9840,3535
36660,"Opelousas-Eunice, LA Micro Area",41847,8242,18815,9071,5719
36700,"Orangeburg, SC Micro Area",45436,8197,15600,12979,8660
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",1161142,126100,314356,380961,339725
36780,"Oshkosh-Neenah, WI Metro Area",89843,6174,28535,31277,23857
36820,"Oskaloosa, IA Micro Area",11225,789,3874,3901,2661
36860,"Ottawa-Streator, IL Micro Area",80233,7215,28354,30489,14175
36900,"Ottumwa, IA Micro Area",18120,2702,6217,6271,2930
36940,"Owatonna, MN Micro Area",18784,1015,6076,6398,5295
36980,"Owensboro, KY Metro Area",60266,6138,23870,19042,11216
37020,"Owosso, MI Micro Area",37049,2446,13685,15260,5658
37060,"Oxford, MS Micro Area",21303,2495,3744,6430,8634
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",436763,75421,78045,144337,138960
37140,"Paducah, KY-IL Micro Area",52146,5585,17009,18500,11052
37220,"Pahrump, NV Micro Area",21137,3288,7842,7406,2601
37260,"Palatka, FL Micro Area",36903,8008,14330,10692,3873
37300,"Palestine, TX Micro Area",34236,6309,13977,10909,3041
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",281670,22995,80255,101562,76858
37380,"Palm Coast, FL Metro Area",46900,3795,16498,15809,10798
37420,"Pampa, TX Micro Area",12371,2282,3778,4371,1940
37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",91634,9679,27240,33723,20992
37500,"Paragould, AR Micro Area",22043,2879,9887,6194,3083
37540,"Paris, TN Micro Area",16542,1990,7780,3954,2818
37580,"Paris, TX Micro Area",24707,3689,8293,8841,3884
37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",86599,7222,33127,30402,15848
37660,"Parsons, KS Micro Area",10721,783,2983,4421,2534
37700,"Pascagoula, MS Metro Area",85804,10529,27876,31131,16268
37740,"Payson, AZ Micro Area",25541,3722,8034,9601,4184
37800,"Pella, IA Micro Area",16406,748,4743,6471,4444
37820,"Pendleton-Hermiston, OR Micro Area",45175,8155,13559,17254,6207
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",238574,24941,65876,88209,59548
37900,"Peoria, IL Metro Area",198454,13245,58349,70759,56101
37940,"Peru, IN Micro Area",19946,2914,8485,6429,2118
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3203379,284161,935962,832897,1150359
38020,"Phoenix Lake-Cedar Ridge, CA Micro Area",29085,3368,8816,12497,4404
38060,"Phoenix-Mesa-Glendale, AZ Metro Area",2197269,299699,502193,762028,633349
38100,"Picayune, MS Micro Area",28252,4742,9722,9688,4100
38180,"Pierre, SD Micro Area",11187,747,2660,3910,3870
38200,"Pierre Part, LA Micro Area",11984,2737,5223,2709,1315
38220,"Pine Bluff, AR Metro Area",52172,7374,20590,15782,8426
38260,"Pittsburg, KS Micro Area",18440,1765,4927,6177,5571
38300,"Pittsburgh, PA Metro Area",1264012,65632,403838,367362,427180
38340,"Pittsfield, MA Metro Area",68156,4720,21884,20031,21521
38380,"Plainview, TX Micro Area",17483,4631,5697,4681,2474
38420,"Platteville, WI Micro Area",23589,1563,8312,8597,5117
38460,"Plattsburgh, NY Micro Area",44584,5816,15762,12753,10253
38500,"Plymouth, IN Micro Area",23764,3538,9083,7447,3696
38540,"Pocatello, ID Metro Area",44341,3276,12460,16550,12055
38580,"Point Pleasant, WV-OH Micro Area",30357,4373,12442,9263,4279
38620,"Ponca City, OK Micro Area",22722,3031,7281,7907,4503
38700,"Pontiac, IL Micro Area",20772,2699,7149,7686,3238
38740,"Poplar Bluff, MO Micro Area",22280,3946,7878,7318,3138
38780,"Portales, NM Micro Area",8589,1668,2212,2997,1712
38820,"Port Angeles, WA Micro Area",36185,2494,10232,15387,8072
38860,"Portland-South Portland-Biddeford, ME Metro Area",286743,15169,77046,85812,108716
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1270914,112369,267215,441658,449672
38940,"Port St. Lucie, FL Metro Area",211302,29089,63570,71506,47137
39020,"Portsmouth, OH Micro Area",41154,6283,15316,13737,5818
39060,"Pottsville, PA Micro Area",80884,8131,37914,21473,13366
39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",352596,34577,92615,110902,114502
39140,"Prescott, AZ Metro Area",104125,10919,27844,42048,23314
39220,"Price, UT Micro Area",10302,1085,3028,4956,1233
39260,"Prineville, OR Micro Area",10589,1381,4112,3711,1385
39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",852966,107912,228341,247015,269698
39340,"Provo-Orem, UT Metro Area",228633,15064,38444,92980,82145
39380,"Pueblo, CO Metro Area",81531,8818,22737,32747,17229
39420,"Pullman, WA Micro Area",17401,488,2760,4811,9342
39460,"Punta Gorda, FL Metro Area",72525,7467,23211,27048,14799
39500,"Quincy, IL-MO Micro Area",38883,2967,13467,14119,8330
39540,"Racine, WI Metro Area",104859,10472,32203,36956,25228
39580,"Raleigh-Cary, NC Metro Area",644410,58057,119870,187348,279135
39660,"Rapid City, SD Metro Area",67123,4931,18564,25517,18111
39700,"Raymondville, TX Micro Area",10948,3910,3727,2335,976
39740,"Reading, PA Metro Area",212953,26814,77887,54299,53953
39780,"Red Bluff, CA Micro Area",32091,6160,8905,12637,4389
39820,"Redding, CA Metro Area",91600,9868,23110,40653,17969
39860,"Red Wing, MN Micro Area",24336,1199,7339,9919,5879
39900,"Reno-Sparks, NV Metro Area",231032,31965,54831,80878,63358
39940,"Rexburg, ID Micro Area",18945,1162,4072,8650,5061
39980,"Richmond, IN Micro Area",35183,4960,13252,10745,6226
40060,"Richmond, VA Metro Area",693193,78536,180648,198315,235694
40080,"Richmond-Berea, KY Micro Area",51215,6249,16081,15635,13250
40100,"Rio Grande City-Roma, TX Micro Area",27570,13672,6151,4830,2917
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2153082,449189,549543,739648,414702
40180,"Riverton, WY Micro Area",20914,1554,5584,9350,4426
40220,"Roanoke, VA Metro Area",166467,17523,49171,52251,47522
40260,"Roanoke Rapids, NC Micro Area",39248,7550,14375,12805,4518
40300,"Rochelle, IL Micro Area",27326,2147,8618,10321,6240
40340,"Rochester, MN Metro Area",100886,5182,21284,35752,38668
40380,"Rochester, NY Metro Area",553928,46832,141552,174937,190607
40420,"Rockford, IL Metro Area",182042,22302,60476,59930,39334
40460,"Rockingham, NC Micro Area",24099,4102,8544,8333,3120
40500,"Rockland, ME Micro Area",21685,1448,8066,6153,6018
40540,"Rock Springs, WY Micro Area",24152,1973,8872,9004,4303
40580,"Rocky Mount, NC Metro Area",80315,12523,28060,26972,12760
40620,"Rolla, MO Micro Area",21219,2064,7727,5792,5636
40660,"Rome, GA Metro Area",48967,10354,13684,15555,9374
40700,"Roseburg, OR Micro Area",54728,6314,16665,22733,9016
40740,"Roswell, NM Micro Area",31525,6263,8522,11246,5494
40760,"Ruidoso, NM Micro Area",10641,1515,2881,4085,2160
40780,"Russellville, AR Micro Area",41790,7500,14784,11193,8313
40820,"Ruston, LA Micro Area",28464,4052,9214,6856,8342
40860,"Rutland, VT Micro Area",32968,2660,11270,9368,9670
40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",1146733,130372,235079,427347,353935
40940,"Safford, AZ Micro Area",22275,2886,7485,8953,2951
40980,"Saginaw-Saginaw Township North, MI Metro Area",100953,10220,32464,37173,21096
41060,"St. Cloud, MN Metro Area",94691,5167,26341,38895,24288
41100,"St. George, UT Metro Area",60494,5033,14823,25447,15191
41140,"St. Joseph, MO-KS Metro Area",66725,7439,25553,20224,13509
41180,"St. Louis, MO-IL Metro Area",1512155,120034,387935,505677,498509
41220,"St. Marys, GA Micro Area",26205,2125,7860,11203,5017
41260,"St. Marys, PA Micro Area",17276,776,8671,4955,2874
41420,"Salem, OR Metro Area",198397,31908,50435,71730,44324
41460,"Salina, KS Micro Area",31331,3340,9584,10656,7751
41500,"Salinas, CA Metro Area",216284,66818,43756,58929,46781
41540,"Salisbury, MD Metro Area",62886,8751,21016,17173,15946
41580,"Salisbury, NC Micro Area",72811,12723,22608,24815,12665
41620,"Salt Lake City, UT Metro Area",593801,64049,133028,209983,186741
41660,"San Angelo, TX Metro Area",55865,8307,18221,17256,12081
41700,"San Antonio-New Braunfels, TX Metro Area",1137386,169320,287881,375401,304784
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1678739,229033,313081,554475,582150
41780,"Sandusky, OH Metro Area",40572,3422,15835,12874,8441
41820,"Sanford, NC Micro Area",30344,5711,8381,10280,5972
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2519866,278822,412669,662549,1165826
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1043305,127589,158758,261175,495783
42020,"San Luis Obispo-Paso Robles, CA Metro Area",138005,14584,27372,53603,42446
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",208059,45272,36164,63745,62878
42100,"Santa Cruz-Watsonville, CA Metro Area",140589,21303,21097,46909,51280
42140,"Santa Fe, NM Metro Area",80682,11362,16253,23108,29959
42220,"Santa Rosa-Petaluma, CA Metro Area",264808,35768,52338,94085,82617
42300,"Sault Ste. Marie, MI Micro Area",21177,1972,7858,7550,3797
42340,"Savannah, GA Metro Area",186466,20207,51725,59089,55445
42380,"Sayre, PA Micro Area",32784,3311,15416,8153,5904
42420,"Scottsbluff, NE Micro Area",18734,2149,5033,7166,4386
42460,"Scottsboro, AL Micro Area",28189,6356,10391,7480,3962
42500,"Scottsburg, IN Micro Area",12824,2434,5478,3542,1370
42540,"Scranton--Wilkes-Barre, PA Metro Area",294513,24779,107484,86437,75813
42580,"Seaford, DE Micro Area",102042,14610,36391,28981,22060
42620,"Searcy, AR Micro Area",38605,5912,13655,11204,7834
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1995403,154527,409801,663536,767539
42680,"Sebastian-Vero Beach, FL Metro Area",65088,8099,18758,22407,15824
42700,"Sebring, FL Micro Area",41986,8281,15098,11987,6620
42740,"Sedalia, MO Micro Area",21445,3417,6649,7676,3703
42780,"Selinsgrove, PA Micro Area",19767,2499,9092,4473,3703
42820,"Selma, AL Micro Area",21742,5040,7790,6055,2857
42860,"Seneca, SC Micro Area",37990,5545,13079,11041,8325
42900,"Seneca Falls, NY Micro Area",19181,2632,6088,6192,4269
42940,"Sevierville, TN Micro Area",49285,6622,19908,15844,6911
42980,"Seymour, IN Micro Area",22638,2530,10748,6313,3047
43060,"Shawnee, OK Micro Area",35566,3895,13251,11896,6524
43100,"Sheboygan, WI Metro Area",61716,4863,20415,20878,15560
43140,"Shelby, NC Micro Area",50789,7283,17342,17381,8783
43180,"Shelbyville, TN Micro Area",22983,5370,9186,5485,2942
43220,"Shelton, WA Micro Area",32388,3809,9637,14117,4825
43260,"Sheridan, WY Micro Area",15826,904,4323,6570,4029
43300,"Sherman-Denison, TX Metro Area",61833,8551,18827,21963,12492
43320,"Show Low, AZ Micro Area",50541,8273,15506,19929,6833
43340,"Shreveport-Bossier City, LA Metro Area",210674,26066,69562,65588,49458
43380,"Sidney, OH Micro Area",25816,2530,11307,7841,4138
43420,"Sierra Vista-Douglas, AZ Micro Area",65942,8384,16266,26691,14601
43460,"Sikeston, MO Micro Area",20324,2854,8634,5314,3522
43500,"Silver City, NM Micro Area",14281,1635,4009,4903,3734
43540,"Silverthorne, CO Micro Area",17987,645,2901,5860,8581
43580,"Sioux City, IA-NE-SD Metro Area",72252,10094,21699,24269,16190
43620,"Sioux Falls, SD Metro Area",126007,8373,35472,41831,40331
43700,"Somerset, KY Micro Area",33479,4539,13592,9593,5755
43740,"Somerset, PA Micro Area",42149,4590,20776,10026,6757
43780,"South Bend-Mishawaka, IN-MI Metro Area",162533,16400,49571,53021,43541
43860,"Southern Pines-Pinehurst, NC Micro Area",43911,3532,11294,15941,13144
43900,"Spartanburg, SC Metro Area",149342,22827,46019,47731,32765
43940,"Spearfish, SD Micro Area",12231,517,3669,4314,3731
44060,"Spokane, WA Metro Area",248114,14450,58860,101069,73735
44100,"Springfield, IL Metro Area",114084,7337,30143,38117,38487
44140,"Springfield, MA Metro Area",357382,38964,97112,107010,114296
44180,"Springfield, MO Metro Area",224441,20812,64239,78321,61069
